Problem,ProblemFamily,Dimension,Optimizer,MeanFinalValue,MeanFinalValueSuccess,MeanFinalValueFail,StdFinalValue,BestValue,WorstValue,MeanIterations,MeanFunctionEvals,MeanFunctionEvalsSuccess,MeanFunctionEvalsFail,MeanGradientEvals,MeanGradientEvalsSuccess,MeanGradientEvalsFail,MeanTime,SuccessRate,NumRuns
Sphere_2D,Sphere,2,Trust Region-Standard,1.253682e3,2.775197e-3,1.392979e3,2.009904e3,7.552753e-4,6.035861e3,8.1,27.1,12.0,28.8,18.2,9.0,19.2,0.000,0.100,20
Sphere_2D,Sphere,2,GD,4.925389e-3,4.925389e-3,NaN,5.430598e-5,4.813911e-3,4.997749e-3,149.6,152.6,152.6,NaN,302.1,302.1,NaN,0.004,1.000,20
Sphere_2D,Sphere,2,QQN-Bisection-2,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,1.0,13.0,13.0,NaN,15.0,15.0,NaN,0.000,1.000,20
Sphere_10D,Sphere,10,GD-WeightDecay,4.608978e-3,4.608978e-3,NaN,1.674300e-4,4.329607e-3,4.922118e-3,59.5,62.5,62.5,NaN,122.1,122.1,NaN,0.002,1.000,20
Sphere_10D,Sphere,10,QQN-StrongWolfe,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,1.0,11.0,11.0,NaN,9.0,9.0,NaN,0.000,1.000,20
Sphere_10D,Sphere,10,L-BFGS-Aggressive,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,1.0,10.0,10.0,NaN,6.0,6.0,NaN,0.000,1.000,20
Sphere_10D,Sphere,10,GD-AdaptiveMomentum,5.512513e-1,1.811677e-3,1.375411e0,6.736803e-1,2.420667e-4,1.407928e0,15.3,18.4,16.0,21.9,33.3,29.0,39.8,0.001,0.600,20
Sphere_10D,Sphere,10,QQN-CubicQuadraticInterpolation,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,1.0,12.0,12.0,NaN,10.0,10.0,NaN,0.000,1.000,20
Sphere_10D,Sphere,10,Adam-WeightDecay,4.924665e-3,4.924665e-3,NaN,3.212961e-5,4.883094e-3,4.983597e-3,482.5,968.0,968.0,NaN,968.0,968.0,NaN,0.022,1.000,20
Sphere_10D,Sphere,10,Trust Region-Aggressive,1.094393e4,NaN,1.094393e4,1.847507e3,5.341099e3,1.182438e4,9.1,30.3,NaN,30.3,20.2,NaN,20.2,0.000,0.000,20
Sphere_10D,Sphere,10,Trust Region-Precise,5.266676e-1,1.541909e-3,1.501901e0,7.844088e-1,1.014565e-4,2.829484e0,167.0,504.0,496.8,517.3,336.6,332.2,344.9,0.004,0.650,20
Sphere_10D,Sphere,10,L-BFGS-MoreThuente,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,1.0,10.0,10.0,NaN,8.0,8.0,NaN,0.000,1.000,20
Sphere_10D,Sphere,10,QQN-Bisection-2,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,1.0,13.0,13.0,NaN,15.0,15.0,NaN,0.000,1.000,20
Sphere_10D,Sphere,10,L-BFGS-Limited,1.075405e-3,1.075405e-3,NaN,1.104171e-3,5.574661e-7,4.028617e-3,7.2,40.3,40.3,NaN,24.6,24.6,NaN,0.001,1.000,20
Sphere_10D,Sphere,10,QQN-Bisection-1,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,1.0,15.0,15.0,NaN,12.0,12.0,NaN,0.000,1.000,20
Sphere_10D,Sphere,10,GD,4.911112e-3,4.911112e-3,NaN,5.403793e-5,4.821583e-3,4.997917e-3,189.4,192.4,192.4,NaN,381.9,381.9,NaN,0.005,1.000,20
Sphere_10D,Sphere,10,GD-Nesterov,1.594575e-1,3.005608e-3,4.500111e-1,2.136255e-1,1.532884e-5,4.616678e-1,16.9,19.9,17.7,23.9,36.4,32.4,43.7,0.001,0.650,20
Sphere_10D,Sphere,10,Adam-Fast,6.115409e-1,NaN,6.115409e-1,2.399904e-2,5.727984e-1,6.557072e-1,17.2,37.4,NaN,37.4,36.4,NaN,36.4,0.001,0.000,20
Sphere_10D,Sphere,10,Adam-AMSGrad,2.637722e-1,NaN,2.637722e-1,4.591070e-2,1.945033e-1,3.626849e-1,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.060,0.000,20
Sphere_10D,Sphere,10,GD-Momentum,1.696121e-1,1.733726e-3,6.732471e-1,2.920028e-1,2.453994e-5,7.338777e-1,16.4,19.4,17.9,23.8,35.5,32.9,43.6,0.001,0.750,20
Sphere_10D,Sphere,10,Adam-Robust,1.082615e-1,NaN,1.082615e-1,3.396971e-2,4.838173e-2,1.713502e-1,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.061,0.000,20
Sphere_10D,Sphere,10,Trust Region-Standard,6.751518e2,1.105659e-3,7.942961e2,1.246375e3,2.855958e-5,6.059817e3,16.2,51.8,37.0,54.4,34.6,25.7,36.2,0.000,0.150,20
Sphere_10D,Sphere,10,Trust Region-Conservative,3.412130e-1,2.245215e-3,5.237341e-1,3.628072e-1,1.072205e-3,1.339521e0,988.1,2968.8,2907.0,3002.0,1980.0,1939.0,2002.0,0.020,0.350,20
Sphere_10D,Sphere,10,Trust Region-Adaptive,7.296130e2,2.396998e-3,1.042303e3,5.956533e2,2.030923e-4,1.221834e3,45.5,139.3,127.5,144.4,93.2,86.0,96.3,0.001,0.300,20
Sphere_10D,Sphere,10,QQN-GoldenSection,1.599089e-13,1.599089e-13,NaN,1.027748e-14,1.446139e-13,1.792953e-13,1.0,46.0,46.0,NaN,8.0,8.0,NaN,0.000,1.000,20
Sphere_10D,Sphere,10,Adam,4.976744e-3,4.964292e-3,5.213320e-3,5.653156e-5,4.941205e-3,5.213320e-3,1194.4,2391.8,2386.1,2502.0,2391.8,2386.1,2502.0,0.052,0.950,20
Sphere_10D,Sphere,10,L-BFGS-Conservative,4.510077e-3,4.510077e-3,NaN,2.329405e-4,4.196773e-3,4.945789e-3,38.9,197.5,197.5,NaN,158.6,158.6,NaN,0.005,1.000,20
Sphere_10D,Sphere,10,L-BFGS,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,2.0,15.0,15.0,NaN,11.0,11.0,NaN,0.000,1.000,20
Rosenbrock_2D,Rosenbrock,2,L-BFGS-Aggressive,3.182707e1,NaN,3.182707e1,2.860858e1,4.338439e0,1.122155e2,384.0,3852.0,NaN,3852.0,1157.0,NaN,1157.0,0.027,0.000,20
Rosenbrock_2D,Rosenbrock,2,GD-AdaptiveMomentum,6.536471e-1,4.744110e-3,8.699480e-1,1.234948e0,3.231037e-3,4.359438e0,44.7,47.7,49.0,47.3,91.7,95.0,90.5,0.002,0.250,20
Rosenbrock_2D,Rosenbrock,2,L-BFGS-Limited,3.928874e0,NaN,3.928874e0,5.177593e0,3.260577e-2,1.956695e1,184.4,2251.6,NaN,2251.6,557.0,NaN,557.0,0.025,0.000,20
Rosenbrock_2D,Rosenbrock,2,Trust Region-Precise,7.264419e0,NaN,7.264419e0,8.068960e0,3.756281e0,3.520108e1,314.6,946.2,NaN,946.2,631.5,NaN,631.5,0.006,0.000,20
Rosenbrock_2D,Rosenbrock,2,Adam-WeightDecay,4.110734e0,NaN,4.110734e0,9.663384e-1,1.552553e-2,4.691313e0,114.5,231.9,NaN,231.9,231.0,NaN,231.0,0.005,0.000,20
Rosenbrock_2D,Rosenbrock,2,GD-Momentum,5.605160e0,NaN,5.605160e0,3.444947e0,4.789542e-1,1.330160e1,20.8,23.8,NaN,23.8,43.6,NaN,43.6,0.001,0.000,20
Rosenbrock_2D,Rosenbrock,2,QQN-Bisection-1,4.654706e-1,6.386891e-3,4.896330e-1,8.855388e-1,6.386891e-3,3.184644e0,69.3,2363.3,268.0,2473.6,2454.5,301.0,2567.8,0.052,0.050,20
Rosenbrock_2D,Rosenbrock,2,Trust Region-Adaptive,4.120595e0,NaN,4.120595e0,2.072483e-1,3.828192e0,4.419687e0,164.2,494.4,NaN,494.4,330.3,NaN,330.3,0.003,0.000,20
Rosenbrock_2D,Rosenbrock,2,Adam,1.222988e0,NaN,1.222988e0,3.508892e-1,4.860986e-1,1.755482e0,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.049,0.000,20
Rosenbrock_2D,Rosenbrock,2,GD-Nesterov,1.490139e0,NaN,1.490139e0,1.882095e0,5.053995e-2,5.631995e0,43.1,46.1,NaN,46.1,88.3,NaN,88.3,0.001,0.000,20
Rosenbrock_2D,Rosenbrock,2,GD-WeightDecay,3.646441e0,NaN,3.646441e0,3.074427e0,3.745107e-2,1.068368e1,55.7,58.7,NaN,58.7,113.4,NaN,113.4,0.002,0.000,20
Rosenbrock_2D,Rosenbrock,2,Adam-AMSGrad,3.834274e0,NaN,3.834274e0,1.334463e0,4.662102e-1,4.748033e0,337.5,678.1,NaN,678.1,677.3,NaN,677.3,0.015,0.000,20
Rosenbrock_2D,Rosenbrock,2,Adam-Fast,2.133586e0,8.277838e-3,5.321548e0,2.743331e0,8.124120e-3,8.394264e0,84.4,171.8,268.3,27.0,171.4,268.3,26.0,0.003,0.600,20
Rosenbrock_2D,Rosenbrock,2,Adam-Robust,4.036390e0,NaN,4.036390e0,8.586619e-1,1.899486e0,4.728885e0,208.1,419.2,NaN,419.2,418.4,NaN,418.4,0.009,0.000,20
Rosenbrock_2D,Rosenbrock,2,Trust Region-Standard,4.179978e0,NaN,4.179978e0,1.832073e-1,3.948635e0,4.511445e0,29.2,89.6,NaN,89.6,60.4,NaN,60.4,0.001,0.000,20
Rosenbrock_2D,Rosenbrock,2,Trust Region-Conservative,2.837897e1,NaN,2.837897e1,2.976374e1,1.899700e-1,1.233836e2,922.1,2770.7,NaN,2770.7,1847.8,NaN,1847.8,0.017,0.000,20
Rosenbrock_2D,Rosenbrock,2,QQN-CubicQuadraticInterpolation,3.732040e-2,6.874387e-3,5.761775e-2,3.124350e-2,5.157164e-3,9.891793e-2,135.7,1619.8,814.0,2156.9,2139.1,1063.0,2856.5,0.065,0.400,20
Rosenbrock_2D,Rosenbrock,2,Trust Region-Aggressive,4.661323e0,NaN,4.661323e0,3.988975e-1,4.014652e0,5.491076e0,8.6,27.6,NaN,27.6,19.1,NaN,19.1,0.000,0.000,20
Rosenbrock_2D,Rosenbrock,2,QQN-GoldenSection,1.255534e-1,2.220138e-3,1.392571e-1,5.755819e-2,8.076025e-5,1.931237e-1,89.5,4248.6,2351.5,4459.3,543.8,290.0,572.0,0.083,0.100,20
Rosenbrock_2D,Rosenbrock,2,QQN-Bisection-2,6.068898e-2,6.610629e-3,8.386541e-2,6.890939e-2,4.357390e-3,2.524247e-1,18.0,304.7,216.7,342.4,215.6,177.5,231.9,0.007,0.300,20
Rosenbrock_2D,Rosenbrock,2,L-BFGS-MoreThuente,1.906973e-2,4.346514e-3,2.988108e-1,6.422945e-2,1.401408e-4,2.988108e-1,82.5,651.0,535.8,2839.0,485.9,397.3,2169.0,0.011,0.950,20
Rosenbrock_2D,Rosenbrock,2,L-BFGS-Conservative,6.530539e-3,6.530539e-3,NaN,2.160125e-3,1.087507e-3,8.388018e-3,120.0,985.0,985.0,NaN,487.4,487.4,NaN,0.016,1.000,20
Rosenbrock_2D,Rosenbrock,2,GD,1.227424e0,NaN,1.227424e0,1.460688e0,7.464507e-1,6.371796e0,851.0,854.0,NaN,854.0,1704.1,NaN,1704.1,0.021,0.000,20
Rosenbrock_2D,Rosenbrock,2,QQN-StrongWolfe,5.665541e-2,6.934558e-3,8.342818e-2,7.241796e-2,4.577618e-3,3.112737e-1,81.3,2004.3,424.6,2855.0,1524.5,329.3,2168.2,0.058,0.350,20
Rosenbrock_2D,Rosenbrock,2,L-BFGS,1.357913e2,NaN,1.357913e2,1.579074e2,8.119478e-1,5.027332e2,12.9,121.5,NaN,121.5,43.5,NaN,43.5,0.002,0.000,20
Rosenbrock_5D,Rosenbrock,5,Trust Region-Adaptive,8.409506e2,NaN,8.409506e2,1.365736e2,5.047619e2,1.112763e3,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.019,0.000,20
Rosenbrock_5D,Rosenbrock,5,Adam-Robust,1.461300e1,NaN,1.461300e1,6.987263e0,6.124089e0,2.988240e1,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.058,0.000,20
Rosenbrock_5D,Rosenbrock,5,L-BFGS,1.495628e2,NaN,1.495628e2,2.283660e2,1.979954e1,7.520798e2,13.7,135.3,NaN,135.3,43.4,NaN,43.4,0.002,0.000,20
Rosenbrock_5D,Rosenbrock,5,QQN-GoldenSection,6.125286e-1,3.413732e-1,9.439408e-1,3.740021e-1,2.602099e-1,1.610549e0,67.3,3314.1,2364.2,4475.0,408.4,294.4,547.7,0.061,0.550,20
Rosenbrock_5D,Rosenbrock,5,Trust Region-Aggressive,4.995618e0,NaN,4.995618e0,4.165339e-1,4.656533e0,5.929310e0,258.1,776.1,NaN,776.1,518.1,NaN,518.1,0.005,0.000,20
Rosenbrock_5D,Rosenbrock,5,QQN-StrongWolfe,3.453175e-1,3.453175e-1,NaN,4.370824e-2,2.576193e-1,3.953188e-1,41.6,792.6,792.6,NaN,596.7,596.7,NaN,0.024,1.000,20
Rosenbrock_5D,Rosenbrock,5,GD-Momentum,3.545992e1,NaN,3.545992e1,8.913236e0,1.955990e1,4.947208e1,17.8,20.8,NaN,20.8,37.6,NaN,37.6,0.001,0.000,20
Rosenbrock_5D,Rosenbrock,5,L-BFGS-Conservative,2.024383e1,3.945113e-1,2.520616e1,6.753169e1,3.890231e-1,3.106250e2,210.4,3106.7,2559.2,3243.6,849.6,746.8,875.4,0.032,0.200,20
Rosenbrock_5D,Rosenbrock,5,QQN-CubicQuadraticInterpolation,4.252545e-1,3.431591e-1,6.168104e-1,1.400365e-1,2.383681e-1,7.250835e-1,100.5,1199.2,788.3,2158.0,1581.3,1033.0,2860.7,0.049,0.700,20
Rosenbrock_5D,Rosenbrock,5,Adam,3.916083e0,NaN,3.916083e0,4.661924e-1,2.832943e0,4.645842e0,1233.8,2471.6,NaN,2471.6,2471.5,NaN,2471.5,0.050,0.000,20
Rosenbrock_5D,Rosenbrock,5,Adam-WeightDecay,2.071478e0,3.957992e-1,4.584997e0,2.052561e0,3.931598e-1,4.664455e0,563.0,1128.9,1388.0,740.2,1128.5,1388.0,739.2,0.024,0.600,20
Rosenbrock_5D,Rosenbrock,5,L-BFGS-Aggressive,8.068400e2,NaN,8.068400e2,4.064503e2,1.717998e1,1.188093e3,384.1,3851.6,NaN,3851.6,1157.3,NaN,1157.3,0.029,0.000,20
Rosenbrock_5D,Rosenbrock,5,GD-WeightDecay,7.303771e-1,3.826048e-1,1.252035e0,1.082270e0,3.594743e-1,5.395957e0,69.1,72.1,74.9,67.9,140.8,146.8,131.8,0.002,0.600,20
Rosenbrock_5D,Rosenbrock,5,L-BFGS-Limited,4.210323e-1,3.962912e-1,4.412751e-1,3.552902e-2,3.916768e-1,5.465865e-1,310.6,3855.4,3636.6,4034.5,936.0,885.0,977.8,0.045,0.450,20
Rosenbrock_5D,Rosenbrock,5,QQN-Bisection-2,4.484372e-1,3.369660e-1,5.846799e-1,1.625980e-1,2.154555e-1,9.111212e-1,84.7,1588.3,982.9,2328.2,872.0,591.9,1214.2,0.039,0.550,20
Rosenbrock_5D,Rosenbrock,5,GD-AdaptiveMomentum,4.600241e1,NaN,4.600241e1,6.146029e0,3.359131e1,5.660478e1,17.6,20.6,NaN,20.6,37.1,NaN,37.1,0.001,0.000,20
Rosenbrock_5D,Rosenbrock,5,Trust Region-Conservative,1.019289e3,NaN,1.019289e3,1.625982e2,7.136057e2,1.310282e3,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.021,0.000,20
Rosenbrock_5D,Rosenbrock,5,Adam-Fast,1.435627e1,3.481997e-1,1.509354e1,3.862820e0,3.481997e-1,1.855443e1,20.7,44.4,143.0,39.2,43.5,143.0,38.2,0.001,0.050,20
Rosenbrock_5D,Rosenbrock,5,L-BFGS-MoreThuente,9.014834e-1,3.556343e-1,2.175131e0,1.025677e0,2.366057e-1,3.497320e0,128.9,1090.7,505.9,2455.2,832.7,383.6,1880.5,0.019,0.700,20
Rosenbrock_5D,Rosenbrock,5,GD,5.086984e0,NaN,5.086984e0,1.483481e-1,4.750265e0,5.310234e0,29.5,32.5,NaN,32.5,61.0,NaN,61.0,0.001,0.000,20
Rosenbrock_5D,Rosenbrock,5,Trust Region-Precise,1.014778e3,NaN,1.014778e3,1.268517e2,8.075363e2,1.350401e3,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.019,0.000,20
Rosenbrock_5D,Rosenbrock,5,GD-Nesterov,4.236416e0,3.935205e-1,4.663404e0,5.001508e0,3.895925e-1,1.311110e1,332.4,335.4,73.5,364.6,667.0,144.0,725.1,0.011,0.100,20
Rosenbrock_5D,Rosenbrock,5,QQN-Bisection-1,6.937265e-1,3.355028e-1,2.723661e0,1.007817e0,2.503771e-1,4.642810e0,44.8,1147.7,917.9,2449.7,1308.1,1087.2,2560.0,0.029,0.850,20
Rosenbrock_5D,Rosenbrock,5,Adam-AMSGrad,4.397454e0,NaN,4.397454e0,3.248075e-1,3.252202e0,4.823532e0,1219.1,2442.0,NaN,2442.0,2441.8,NaN,2441.8,0.056,0.000,20
Rosenbrock_5D,Rosenbrock,5,Trust Region-Standard,6.225654e1,NaN,6.225654e1,7.725906e1,4.657820e0,2.530012e2,941.3,2827.2,NaN,2827.2,1885.5,NaN,1885.5,0.018,0.000,20
Rosenbrock_10D,Rosenbrock,10,Trust Region-Standard,1.057764e3,NaN,1.057764e3,2.056261e2,6.700563e2,1.409461e3,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.020,0.000,20
Rosenbrock_10D,Rosenbrock,10,Trust Region-Aggressive,9.995398e0,9.626831e0,1.015336e1,3.852148e-1,9.586086e0,1.090352e1,537.9,1615.8,1682.5,1587.3,1078.0,1122.7,1058.9,0.012,0.300,20
Rosenbrock_10D,Rosenbrock,10,L-BFGS-Conservative,9.680809e0,9.680809e0,NaN,1.795236e-2,9.630091e0,9.698290e0,32.2,205.3,205.3,NaN,132.9,132.9,NaN,0.005,1.000,20
Rosenbrock_10D,Rosenbrock,10,GD-Momentum,3.527398e1,9.505907e0,6.676828e1,2.867379e1,9.317439e0,7.266286e1,31.9,35.0,44.5,23.3,66.5,85.9,42.7,0.001,0.550,20
Rosenbrock_10D,Rosenbrock,10,GD-Nesterov,9.313633e0,9.313633e0,NaN,1.915081e-1,8.974858e0,9.620397e0,25.6,28.6,28.6,NaN,54.2,54.2,NaN,0.001,1.000,20
Rosenbrock_10D,Rosenbrock,10,Adam-AMSGrad,9.688023e0,9.688023e0,NaN,8.573426e-3,9.663794e0,9.697957e0,1175.0,2353.0,2353.0,NaN,2353.0,2353.0,NaN,0.058,1.000,20
Rosenbrock_10D,Rosenbrock,10,Adam-Robust,3.490241e1,NaN,3.490241e1,9.884580e0,1.611275e1,5.151756e1,1249.0,2502.0,NaN,2502.0,2502.0,NaN,2502.0,0.062,0.000,20
Rosenbrock_10D,Rosenbrock,10,Trust Region-Adaptive,2.018289e3,NaN,2.018289e3,2.220340e2,1.640772e3,2.594544e3,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.022,0.000,20
Rosenbrock_10D,Rosenbrock,10,Trust Region-Precise,2.102153e3,NaN,2.102153e3,1.922190e2,1.662785e3,2.462824e3,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.021,0.000,20
Rosenbrock_10D,Rosenbrock,10,GD-WeightDecay,9.580090e0,9.580090e0,NaN,5.366534e-2,9.452967e0,9.668030e0,32.7,35.7,35.7,NaN,68.4,68.4,NaN,0.001,1.000,20
Rosenbrock_10D,Rosenbrock,10,L-BFGS-MoreThuente,9.199410e0,8.763415e0,1.748331e1,1.975855e0,7.830688e0,1.748331e1,27.6,212.8,70.2,2922.0,157.8,56.2,2090.0,0.003,0.950,20
Rosenbrock_10D,Rosenbrock,10,L-BFGS-Aggressive,1.641900e2,NaN,1.641900e2,3.199617e2,5.822253e1,1.555109e3,384.6,3850.3,NaN,3850.3,1158.7,NaN,1158.7,0.050,0.000,20
Rosenbrock_10D,Rosenbrock,10,Adam,9.714602e0,9.692557e0,9.913006e0,6.648820e-2,9.675207e0,9.926981e0,1145.0,2293.1,2269.9,2502.0,2293.1,2269.9,2502.0,0.050,0.900,20
Rosenbrock_10D,Rosenbrock,10,QQN-StrongWolfe,8.685567e0,8.685567e0,NaN,5.851132e-1,7.762990e0,9.572730e0,6.7,90.3,90.3,NaN,73.6,73.6,NaN,0.003,1.000,20
Rosenbrock_10D,Rosenbrock,10,L-BFGS,1.185394e2,NaN,1.185394e2,1.678460e2,2.508289e1,7.371090e2,33.7,338.9,NaN,338.9,103.2,NaN,103.2,0.005,0.000,20
Rosenbrock_10D,Rosenbrock,10,L-BFGS-Limited,9.589656e0,9.589656e0,NaN,4.891521e-2,9.509928e0,9.683295e0,7.5,62.3,62.3,NaN,25.5,25.5,NaN,0.001,1.000,20
Rosenbrock_10D,Rosenbrock,10,Adam-WeightDecay,9.668802e0,9.668802e0,NaN,2.093226e-2,9.610089e0,9.699113e0,393.2,789.4,789.4,NaN,789.4,789.4,NaN,0.018,1.000,20
Rosenbrock_10D,Rosenbrock,10,Trust Region-Conservative,2.163967e3,NaN,2.163967e3,2.325448e2,1.757497e3,2.553190e3,999.0,3002.0,NaN,3002.0,2002.0,NaN,2002.0,0.020,0.000,20
Rosenbrock_10D,Rosenbrock,10,QQN-GoldenSection,9.449112e0,9.449112e0,NaN,1.571642e-1,9.026884e0,9.658485e0,6.1,277.2,277.2,NaN,38.6,38.6,NaN,0.005,1.000,20
Rosenbrock_10D,Rosenbrock,10,QQN-CubicQuadraticInterpolation,9.599097e0,9.599097e0,NaN,5.830814e-2,9.479285e0,9.697888e0,8.9,109.6,109.6,NaN,137.0,137.0,NaN,0.004,1.000,20
Rosenbrock_10D,Rosenbrock,10,QQN-Bisection-1,8.470154e0,8.470154e0,NaN,8.017045e-1,7.173701e0,9.680729e0,6.8,120.3,120.3,NaN,168.6,168.6,NaN,0.003,1.000,20
Rosenbrock_10D,Rosenbrock,10,GD,9.752796e0,9.631188e0,1.011762e1,2.141127e-1,9.588780e0,1.020994e1,38.5,41.5,40.1,45.4,79.7,77.3,86.8,0.001,0.750,20
Rosenbrock_10D,Rosenbrock,10,GD-AdaptiveMomentum,1.021919e2,NaN,1.021919e2,9.831019e0,8.453051e1,1.157689e2,20.1,23.1,NaN,23.1,42.3,NaN,42.3,0.001,0.000,20
