Problem,ProblemFamily,Dimension,Optimizer,MeanFinalValue,MeanFinalValueSuccess,MeanFinalValueFail,StdFinalValue,BestValue,WorstValue,MeanIterations,MeanFunctionEvals,MeanFunctionEvalsSuccess,MeanFunctionEvalsFail,MeanGradientEvals,MeanGradientEvalsSuccess,MeanGradientEvalsFail,MeanTime,SuccessRate,NumRuns
Sphere_10D,Convex Unimodal,10,QQN-MoreThuente,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,2.0,13.0,13.0,NaN,11.0,11.0,NaN,0.000,1.000,20
Sphere_10D,Convex Unimodal,10,QQN-Bisection-1,0.000000e0,0.000000e0,NaN,0.000000e0,0.000000e0,0.000000e0,2.0,16.0,16.0,NaN,13.0,13.0,NaN,0.000,1.000,40
Sphere_10D,Convex Unimodal,10,GD-Momentum,6.851528e-1,NaN,6.851528e-1,4.625414e-2,5.786595e-1,7.324693e-1,20.9,23.9,NaN,23.9,43.7,NaN,43.7,0.001,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,GD,1.373265e0,NaN,1.373265e0,1.896726e0,7.475964e-1,8.518958e0,299.6,302.6,NaN,302.6,602.9,NaN,602.9,0.007,0.000,40
Rosenbrock_2D,Non-Convex Unimodal,2,L-BFGS-Aggressive,2.142540e1,NaN,2.142540e1,2.163576e1,4.272991e0,8.653792e1,76.3,773.3,NaN,773.3,234.0,NaN,234.0,0.007,0.000,40
Rosenbrock_2D,Non-Convex Unimodal,2,Trust Region-Adaptive,1.317031e1,NaN,1.317031e1,1.646340e1,3.957229e0,5.168950e1,101.8,308.4,NaN,308.4,206.3,NaN,206.3,0.002,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,Adam-WeightDecay,4.237376e0,NaN,4.237376e0,4.029299e-1,2.638845e0,4.636831e0,74.2,151.3,NaN,151.3,150.4,NaN,150.4,0.003,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,Trust Region-Conservative,2.642106e1,NaN,2.642106e1,2.461419e1,2.332912e0,7.714896e1,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-StrongWolfe,5.936412e-1,8.955603e-18,7.915216e-1,1.061798e0,4.282696e-23,3.538958e0,26.8,519.4,341.4,578.7,413.0,298.6,451.1,0.013,0.250,20
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-Backtracking,1.398219e-1,NaN,1.398219e-1,2.407380e-1,1.979269e-6,1.116760e0,47.6,717.0,NaN,717.0,292.6,NaN,292.6,0.018,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-Bisection-1,1.972592e0,5.971343e-16,2.076412e0,1.577685e0,8.109245e-18,3.720625e0,15.2,487.8,307.5,497.3,533.0,332.0,543.6,0.010,0.050,40
Rosenbrock_2D,Non-Convex Unimodal,2,GD-Nesterov,1.386277e0,8.584402e-1,1.818144e0,1.666007e0,5.641243e-2,5.447192e0,45.0,48.0,57.7,40.0,91.9,111.3,76.0,0.001,0.450,20
Rosenbrock_2D,Non-Convex Unimodal,2,Trust Region-Standard,4.172026e0,NaN,4.172026e0,3.452023e-1,2.925551e0,4.559191e0,33.0,101.2,NaN,101.2,68.1,NaN,68.1,0.001,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-GoldenSection,1.043360e0,1.098745e-15,1.098273e0,1.100102e0,4.768916e-21,3.730600e0,18.1,885.6,591.0,901.2,115.3,79.0,117.2,0.014,0.050,60
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-CubicQuadraticInterpolation,1.550093e0,NaN,1.550093e0,1.591904e0,3.836185e-4,5.026854e0,13.2,397.8,NaN,397.8,654.2,NaN,654.2,0.014,0.000,40
Rosenbrock_2D,Non-Convex Unimodal,2,L-BFGS-Conservative,1.673200e0,NaN,1.673200e0,1.795463e0,4.647183e-4,3.889338e0,78.0,688.7,NaN,688.7,319.6,NaN,319.6,0.010,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,Adam-AMSGrad,4.339418e0,NaN,4.339418e0,2.347604e-1,3.882952e0,4.665779e0,138.2,279.4,NaN,279.4,278.4,NaN,278.4,0.006,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,L-BFGS,1.285910e2,1.501804e2,1.274547e2,1.566744e2,1.108342e0,6.192201e2,10.2,99.8,165.0,96.4,33.9,71.0,31.9,0.001,0.050,20
Rosenbrock_2D,Non-Convex Unimodal,2,GD-WeightDecay,2.573853e0,1.207698e-1,5.026936e0,2.504476e0,4.175589e-2,6.002869e0,72.2,75.2,135.6,14.9,146.5,267.2,25.8,0.002,0.500,20
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-Bisection-2,8.698470e-2,2.459873e-16,1.023349e-1,1.618940e-1,5.277263e-18,7.658841e-1,13.0,183.9,231.3,175.6,163.3,222.0,152.9,0.004,0.150,20
Rosenbrock_2D,Non-Convex Unimodal,2,Adam-Fast,2.291724e0,2.610397e-3,3.054762e0,2.747527e0,2.282526e-5,8.617055e0,132.0,267.3,375.8,231.1,266.6,374.8,230.5,0.005,0.250,40
Rosenbrock_2D,Non-Convex Unimodal,2,Adam,4.168918e0,NaN,4.168918e0,6.158457e-1,3.589906e0,6.631631e0,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
Rosenbrock_2D,Non-Convex Unimodal,2,GD-Momentum,5.450415e0,3.460821e0,6.113613e0,4.111237e0,1.634006e-1,1.403691e1,26.1,29.1,54.6,20.5,54.1,105.2,37.1,0.001,0.250,20
Rosenbrock_2D,Non-Convex Unimodal,2,QQN-MoreThuente,1.495481e1,NaN,1.495481e1,1.808126e1,1.742197e-1,6.138315e1,46.0,484.8,NaN,484.8,528.9,NaN,528.9,0.008,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-CubicQuadraticInterpolation,3.602102e0,NaN,3.602102e0,5.116765e-1,2.434875e0,4.587595e0,13.0,391.7,NaN,391.7,643.3,NaN,643.3,0.014,0.000,40
Rosenbrock_5D,Non-Convex Unimodal,5,Adam-WeightDecay,6.423733e1,NaN,6.423733e1,2.206805e1,2.232332e1,1.011018e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,Adam-AMSGrad,4.778650e2,NaN,4.778650e2,1.098990e2,3.016207e2,6.703296e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-Bisection-2,2.334799e0,NaN,2.334799e0,1.065526e0,2.954381e-1,3.971004e0,34.0,608.6,NaN,608.6,379.1,NaN,379.1,0.013,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,Trust Region-Standard,8.355330e2,NaN,8.355330e2,1.494564e2,5.721633e2,1.214664e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-MoreThuente,1.666061e2,NaN,1.666061e2,7.805120e1,5.451303e1,3.349949e2,47.0,484.3,NaN,484.3,529.3,NaN,529.3,0.009,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,Trust Region-Conservative,1.032498e3,NaN,1.032498e3,1.633416e2,7.777056e2,1.423258e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,Adam,4.688075e2,NaN,4.688075e2,9.565671e1,3.140739e2,6.913251e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.010,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-Backtracking,4.234249e-1,5.398226e-16,4.981470e-1,7.100151e-1,3.063832e-16,2.728600e0,50.9,665.8,503.0,694.5,310.6,277.0,316.5,0.018,0.150,20
Rosenbrock_5D,Non-Convex Unimodal,5,GD-Momentum,3.480270e1,NaN,3.480270e1,6.050818e0,2.454606e1,4.707127e1,17.7,20.7,NaN,20.7,37.4,NaN,37.4,0.001,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,L-BFGS,3.022156e2,NaN,3.022156e2,3.775489e2,2.171370e1,1.411511e3,13.1,120.2,NaN,120.2,41.5,NaN,41.5,0.002,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-Bisection-1,2.544337e0,NaN,2.544337e0,1.547150e0,2.968046e-14,4.531635e0,19.4,463.9,NaN,463.9,572.0,NaN,572.0,0.011,0.000,40
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-GoldenSection,2.618538e0,NaN,2.618538e0,1.404132e0,1.466794e-3,4.593218e0,18.7,913.9,NaN,913.9,119.1,NaN,119.1,0.015,0.000,60
Rosenbrock_5D,Non-Convex Unimodal,5,Trust Region-Adaptive,1.040764e3,NaN,1.040764e3,1.842013e2,7.680764e2,1.354114e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,Adam-Fast,1.453269e1,NaN,1.453269e1,2.421892e0,9.624267e0,2.007396e1,18.0,39.0,NaN,39.0,38.0,NaN,38.0,0.001,0.000,40
Rosenbrock_5D,Non-Convex Unimodal,5,GD,5.128800e0,NaN,5.128800e0,1.750218e-1,4.752680e0,5.465391e0,30.2,33.2,NaN,33.2,62.4,NaN,62.4,0.001,0.000,40
Rosenbrock_5D,Non-Convex Unimodal,5,QQN-StrongWolfe,1.041504e0,3.280864e-16,1.388673e0,1.349373e0,2.552432e-17,3.970282e0,34.5,520.9,395.8,562.5,432.3,362.0,455.7,0.015,0.250,20
Rosenbrock_5D,Non-Convex Unimodal,5,GD-WeightDecay,1.197031e0,1.010272e0,1.259284e0,1.668556e0,1.352697e-1,6.289728e0,160.2,163.2,85.8,188.9,323.0,167.6,374.8,0.005,0.250,20
Rosenbrock_5D,Non-Convex Unimodal,5,L-BFGS-Conservative,4.001037e0,NaN,4.001037e0,6.199429e-1,2.953149e0,5.167300e0,67.0,708.5,NaN,708.5,275.1,NaN,275.1,0.010,0.000,20
Rosenbrock_5D,Non-Convex Unimodal,5,GD-Nesterov,3.536813e0,3.484413e-1,3.704622e0,4.583038e0,3.484413e-1,1.492967e1,184.2,187.2,88.0,192.5,371.5,172.0,382.0,0.006,0.050,20
Rosenbrock_5D,Non-Convex Unimodal,5,L-BFGS-Aggressive,8.939085e2,NaN,8.939085e2,3.558786e2,1.412006e1,1.340661e3,76.1,772.1,NaN,772.1,233.4,NaN,233.4,0.006,0.000,40
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-Bisection-2,7.015935e0,NaN,7.015935e0,1.960344e0,5.911411e-1,8.943769e0,34.7,620.2,NaN,620.2,385.1,NaN,385.1,0.014,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,L-BFGS-Aggressive,1.140755e3,NaN,1.140755e3,1.056709e3,4.702749e1,2.638188e3,76.5,773.3,NaN,773.3,234.5,NaN,234.5,0.009,0.000,40
Rosenbrock_10D,Non-Convex Unimodal,10,L-BFGS-Conservative,8.697228e0,9.544126e0,8.652654e0,9.204454e-1,6.830843e0,9.617774e0,75.5,685.1,476.0,696.1,311.0,195.0,317.1,0.011,0.050,20
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-Bisection-1,5.740061e0,NaN,5.740061e0,2.478992e0,3.657111e-1,9.604661e0,23.2,473.4,NaN,473.4,563.9,NaN,563.9,0.012,0.000,40
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-MoreThuente,3.376947e2,NaN,3.376947e2,9.868300e1,2.083928e2,5.646419e2,47.0,484.0,NaN,484.0,529.0,NaN,529.0,0.009,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,L-BFGS,2.266214e2,8.226289e2,1.603984e2,3.474065e2,3.616355e1,1.561474e3,14.6,144.7,148.5,144.2,45.5,46.5,45.4,0.002,0.100,20
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-CubicQuadraticInterpolation,8.948510e0,NaN,8.948510e0,2.520062e0,7.442204e0,2.447495e1,12.6,396.9,NaN,396.9,656.9,NaN,656.9,0.015,0.000,40
Rosenbrock_10D,Non-Convex Unimodal,10,Adam-Fast,1.571348e1,8.423476e0,2.786348e1,1.532028e1,1.608992e-1,3.978763e1,83.2,169.4,209.1,103.4,168.5,208.1,102.5,0.004,0.625,40
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-StrongWolfe,5.115383e0,NaN,5.115383e0,2.107847e0,1.062853e-3,8.545018e0,33.9,561.5,NaN,561.5,458.7,NaN,458.7,0.016,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,GD,1.009217e1,1.009217e1,NaN,2.839410e-1,9.624012e0,1.088670e1,43.7,46.7,46.7,NaN,89.4,89.4,NaN,0.001,1.000,40
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-GoldenSection,8.341848e0,NaN,8.341848e0,1.116788e0,2.258518e0,9.601608e0,18.6,914.8,NaN,914.8,118.6,NaN,118.6,0.016,0.000,60
Rosenbrock_10D,Non-Convex Unimodal,10,Adam,1.049415e3,NaN,1.049415e3,1.326461e2,8.132895e2,1.286485e3,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.011,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,QQN-Backtracking,4.326690e0,NaN,4.326690e0,1.397961e0,1.147100e0,6.239179e0,51.8,694.5,NaN,694.5,317.5,NaN,317.5,0.020,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,Adam-WeightDecay,1.379401e2,NaN,1.379401e2,3.054273e1,8.175232e1,2.156701e2,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.012,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,Adam-AMSGrad,1.037869e3,NaN,1.037869e3,1.136237e2,8.574156e2,1.222058e3,249.0,502.0,NaN,502.0,502.0,NaN,502.0,0.013,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,Trust Region-Adaptive,2.092772e3,NaN,2.092772e3,2.093165e2,1.681961e3,2.476878e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,Trust Region-Standard,1.944633e3,NaN,1.944633e3,2.440092e2,1.492205e3,2.372309e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,Trust Region-Conservative,2.126960e3,NaN,2.126960e3,1.861979e2,1.672522e3,2.562040e3,199.0,602.0,NaN,602.0,402.0,NaN,402.0,0.004,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,GD-WeightDecay,1.569403e0,3.663949e0,6.717408e-1,1.653747e0,1.847175e-1,5.577613e0,262.8,265.8,104.2,335.0,528.9,204.3,668.0,0.009,0.300,20
Rosenbrock_10D,Non-Convex Unimodal,10,GD-Nesterov,1.199678e0,NaN,1.199678e0,2.555174e-2,1.156898e0,1.255857e0,332.0,335.0,NaN,335.0,668.0,NaN,668.0,0.011,0.000,20
Rosenbrock_10D,Non-Convex Unimodal,10,GD-Momentum,2.766117e1,1.380468e0,4.518164e1,3.302213e1,5.482141e-1,8.126436e1,124.0,127.0,126.9,127.2,250.5,249.8,251.0,0.004,0.400,20
Michalewicz_2D_m10,Highly Multimodal,2,Adam,-1.028265e-1,NaN,-1.028265e-1,2.069572e-1,-5.857305e-1,-3.321649e-13,224.2,452.2,NaN,452.2,452.2,NaN,452.2,0.009,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,Adam-Fast,-5.873962e-1,-9.789937e-1,-1.482067e-10,4.802250e-1,-9.998586e-1,-4.680510e-14,103.8,210.8,99.8,377.5,210.2,98.8,377.5,0.004,0.600,40
Michalewicz_2D_m10,Highly Multimodal,2,QQN-Backtracking,-4.006591e-2,NaN,-4.006591e-2,1.746399e-1,-8.013034e-1,-1.475951e-13,18.3,301.1,NaN,301.1,111.4,NaN,111.4,0.006,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,L-BFGS,-5.621523e-7,NaN,-5.621523e-7,1.775088e-6,-8.058512e-6,-3.142294e-13,39.1,197.7,NaN,197.7,159.1,NaN,159.1,0.003,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,QQN-StrongWolfe,-7.901787e-7,NaN,-7.901787e-7,2.851221e-6,-1.315640e-5,-4.733531e-14,9.1,226.9,NaN,226.9,135.8,NaN,135.8,0.005,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,QQN-GoldenSection,-3.686137e-7,NaN,-3.686137e-7,1.643434e-6,-1.264765e-5,-2.908430e-14,6.5,320.4,NaN,320.4,40.2,NaN,40.2,0.005,0.000,60
Michalewicz_2D_m10,Highly Multimodal,2,QQN-MoreThuente,-3.497805e-7,NaN,-3.497805e-7,8.087904e-7,-3.181202e-6,-9.530800e-13,6.0,151.8,NaN,151.8,215.6,NaN,215.6,0.004,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,Adam-AMSGrad,-6.484875e-2,-7.219186e-7,-9.264077e-2,1.956128e-1,-7.130164e-1,-8.044517e-14,29.4,61.9,13.0,82.9,61.0,12.0,82.0,0.001,0.300,20
Michalewicz_2D_m10,Highly Multimodal,2,Adam-WeightDecay,-2.430215e-7,-4.417446e-7,-1.377507e-10,4.327844e-7,-1.619466e-6,-3.852302e-14,5.0,13.0,13.0,13.0,12.0,12.0,12.0,0.000,0.550,20
Michalewicz_2D_m10,Highly Multimodal,2,QQN-Bisection-1,-8.512225e-7,NaN,-8.512225e-7,1.726030e-6,-6.127663e-6,-3.400718e-13,6.5,212.4,NaN,212.4,260.7,NaN,260.7,0.005,0.000,40
Michalewicz_2D_m10,Highly Multimodal,2,QQN-CubicQuadraticInterpolation,-3.458786e-6,-1.233889e-6,-3.930734e-6,1.030907e-5,-5.463845e-5,-7.393247e-14,4.5,137.6,265.0,110.6,221.7,424.0,178.8,0.004,0.175,40
Michalewicz_2D_m10,Highly Multimodal,2,Trust Region-Adaptive,-7.708044e-7,-3.053018e-6,-1.006655e-8,2.549463e-6,-1.166190e-5,-4.345107e-13,1.0,4.4,5.0,4.2,4.0,4.0,4.0,0.000,0.250,20
Michalewicz_2D_m10,Highly Multimodal,2,GD-WeightDecay,-8.471152e-7,-2.639140e-7,-9.500331e-7,2.015525e-6,-6.959092e-6,-7.954339e-14,54.0,57.0,8.0,65.7,110.4,12.0,127.8,0.002,0.150,20
Michalewicz_2D_m10,Highly Multimodal,2,QQN-Bisection-2,-5.733376e-7,NaN,-5.733376e-7,1.927856e-6,-8.748249e-6,-7.352505e-13,4.2,74.4,NaN,74.4,37.9,NaN,37.9,0.001,0.000,20
Michalewicz_2D_m10,Highly Multimodal,2,GD-Momentum,-1.478353e-6,-2.900776e-7,-1.874445e-6,6.080500e-6,-2.797694e-5,-1.182238e-12,17.6,19.6,3.0,25.1,37.2,4.0,48.3,0.001,0.250,20
